bug_id,filepath
275240,src/vs/workbench/contrib/chat/browser/agentSessions/agentSessionsView.ts
275233,src/vs/workbench/contrib/chat/browser/chatAccessibilityProvider.ts
275233,src/vs/workbench/contrib/chat/browser/chatResponseAccessibleView.ts
275233,src/vs/workbench/contrib/chat/common/languageModelToolsService.ts
275227,src/vs/platform/quickinput/browser/tree/quickInputTreeController.ts
275214,src/vs/workbench/contrib/inlineChat/browser/inlineChatSessionService.ts
275214,src/vs/workbench/contrib/inlineChat/browser/inlineChatSessionServiceImpl.ts
275211,src/vs/workbench/contrib/inlineChat/browser/inlineChatSessionServiceImpl.ts
275199,src/vs/workbench/contrib/chat/common/promptSyntax/languageProviders/promptValidator.ts
275199,src/vs/workbench/contrib/chat/test/browser/promptSytntax/promptValidator.test.ts
275173,src/vs/workbench/contrib/inlineChat/browser/media/inlineChat.css
275160,src/vs/workbench/contrib/chat/browser/chatManagement/chatModelsWidget.ts
275141,src/vs/workbench/contrib/terminal/browser/terminalService.ts
275135,src/vs/workbench/contrib/scm/browser/scmViewPane.ts
275115,src/vs/base/browser/ui/hover/hoverWidget.css
275110,src/vs/workbench/contrib/notebook/common/notebookEditorInput.ts
275099,src/vs/workbench/contrib/chat/browser/chatManagement/chatManagement.contribution.ts
275099,src/vs/workbench/contrib/chat/browser/chatManagement/chatManagementEditor.ts
275099,src/vs/workbench/contrib/chat/browser/chatManagement/chatModelsWidget.ts
275099,src/vs/workbench/contrib/chat/common/constants.ts
275092,src/vs/workbench/contrib/chat/browser/chatManagement/chatManagementEditorInput.ts
275089,src/vs/workbench/contrib/scm/browser/scmHistory.ts
